epoch,loss,training_accuracy,testing_accuracy
1.0,0.7499222755432129,0.48703703703703705,0.47129629629629627
2.0,0.7422041893005371,0.46111111111111114,0.4787037037037037
3.0,0.7184059619903564,0.48703703703703705,0.475
4.0,0.723966121673584,0.4824074074074074,0.4824074074074074
5.0,0.7193700671195984,0.4703703703703704,0.48703703703703705
6.0,0.7114924788475037,0.4787037037037037,0.4935185185185185
7.0,0.7081581354141235,0.4824074074074074,0.5
8.0,0.6998751163482666,0.5111111111111111,0.49722222222222223
9.0,0.7009315490722656,0.5009259259259259,0.5046296296296297
10.0,0.6993575096130371,0.5222222222222223,0.5083333333333333
11.0,0.6937655806541443,0.5407407407407407,0.5212962962962963
12.0,0.6888084411621094,0.5416666666666666,0.5296296296296297
13.0,0.6915605664253235,0.5268518518518519,0.5268518518518519
14.0,0.6825674176216125,0.55,0.5370370370370371
15.0,0.6880972385406494,0.5324074074074074,0.5453703703703704
16.0,0.6780518293380737,0.5611111111111111,0.5481481481481482
17.0,0.676160991191864,0.5481481481481482,0.5462962962962963
18.0,0.6745104193687439,0.5546296296296296,0.5527777777777778
19.0,0.6723174452781677,0.5777777777777777,0.5555555555555556
20.0,0.6715031266212463,0.5648148148148148,0.562037037037037
21.0,0.663140058517456,0.5981481481481481,0.5675925925925925
22.0,0.6674649715423584,0.5694444444444444,0.575925925925926
23.0,0.6609534621238708,0.575925925925926,0.5777777777777777
24.0,0.6601701378822327,0.5824074074074074,0.5768518518518518
25.0,0.6632469892501831,0.587037037037037,0.5740740740740741
26.0,0.6557354927062988,0.5944444444444444,0.5796296296296296
27.0,0.6510129570960999,0.6074074074074074,0.5861111111111111
28.0,0.6532951593399048,0.612037037037037,0.587037037037037
29.0,0.6574543118476868,0.5879629629629629,0.5907407407407408
30.0,0.6457593441009521,0.6194444444444445,0.5916666666666667
31.0,0.6356343030929565,0.6277777777777778,0.5962962962962963
32.0,0.6436158418655396,0.6148148148148148,0.6
33.0,0.6350961327552795,0.6527777777777778,0.5990740740740741
34.0,0.6364538073539734,0.6407407407407407,0.5981481481481481
35.0,0.6348007321357727,0.6342592592592593,0.6018518518518519
36.0,0.63544762134552,0.6203703703703703,0.6064814814814815
37.0,0.6339225172996521,0.6324074074074074,0.6101851851851852
38.0,0.6419219970703125,0.6324074074074074,0.6148148148148148
39.0,0.6318690776824951,0.6462962962962963,0.6185185185185185
40.0,0.6302629709243774,0.6425925925925926,0.6212962962962963
41.0,0.6268126368522644,0.6314814814814815,0.6268518518518519
42.0,0.6276484727859497,0.6416666666666667,0.6296296296296297
43.0,0.6246826648712158,0.6277777777777778,0.6287037037037037
44.0,0.626291036605835,0.6453703703703704,0.6305555555555555
45.0,0.6195781826972961,0.6712962962962963,0.6314814814814815
46.0,0.6272749304771423,0.6351851851851852,0.6324074074074074
47.0,0.612650454044342,0.674074074074074,0.6305555555555555
48.0,0.6147421598434448,0.6601851851851852,0.6342592592592593
49.0,0.6058798432350159,0.675,0.6416666666666667
50.0,0.6098034977912903,0.6620370370370371,0.6435185185185185
51.0,0.6088669300079346,0.675,0.6453703703703704
52.0,0.6144493818283081,0.6472222222222223,0.6472222222222223
53.0,0.6058081388473511,0.6805555555555556,0.6481481481481481
54.0,0.602733314037323,0.6657407407407407,0.6509259259259259
55.0,0.601892352104187,0.6805555555555556,0.6527777777777778
56.0,0.6028909087181091,0.6611111111111111,0.6546296296296297
57.0,0.6008908152580261,0.687037037037037,0.6555555555555556
58.0,0.6000171899795532,0.6722222222222223,0.6583333333333333
59.0,0.6024971604347229,0.674074074074074,0.6620370370370371
60.0,0.5928358435630798,0.6777777777777778,0.6620370370370371
61.0,0.5977067947387695,0.6805555555555556,0.662962962962963
62.0,0.5956173539161682,0.6648148148148149,0.6666666666666666
63.0,0.5906186103820801,0.6962962962962963,0.6685185185185185
64.0,0.5902060270309448,0.6833333333333333,0.6722222222222223
65.0,0.5909598469734192,0.6759259259259259,0.6759259259259259
