epoch,loss,training_accuracy,testing_accuracy
1.0,0.7997275590896606,0.5064814814814815,0.5185185185185185
2.0,0.8333311080932617,0.4898148148148148,0.5138888888888888
3.0,0.8039926886558533,0.5083333333333333,0.5064814814814815
4.0,0.8218650817871094,0.4638888888888889,0.5009259259259259
5.0,0.7942314743995667,0.5009259259259259,0.5
6.0,0.808556318283081,0.49537037037037035,0.5018518518518519
7.0,0.7748178839683533,0.49907407407407406,0.5138888888888888
8.0,0.7791602611541748,0.525,0.5138888888888888
9.0,0.7653630375862122,0.524074074074074,0.5268518518518519
10.0,0.7761214971542358,0.5046296296296297,0.5287037037037037
11.0,0.7486460208892822,0.5453703703703704,0.5231481481481481
12.0,0.7369512319564819,0.5388888888888889,0.5138888888888888
13.0,0.745457649230957,0.5481481481481482,0.512962962962963
14.0,0.7578005790710449,0.5333333333333333,0.5203703703703704
15.0,0.7521340847015381,0.5194444444444445,0.524074074074074
16.0,0.7411385774612427,0.5537037037037037,0.55
17.0,0.7455077171325684,0.5425925925925926,0.5851851851851851
18.0,0.7388954758644104,0.562037037037037,0.5861111111111111
19.0,0.7426876425743103,0.5555555555555556,0.5916666666666667
20.0,0.7259595990180969,0.562962962962963,0.5935185185185186
21.0,0.7146057486534119,0.5546296296296296,0.5814814814814815
22.0,0.7215782403945923,0.5703703703703704,0.5638888888888889
23.0,0.7535038590431213,0.5166666666666667,0.5564814814814815
24.0,0.6933622360229492,0.5814814814814815,0.5518518518518518
25.0,0.7260093688964844,0.5453703703703704,0.562037037037037
26.0,0.7231219410896301,0.5361111111111111,0.575925925925926
27.0,0.7282233238220215,0.5685185185185185,0.6027777777777777
28.0,0.696829080581665,0.5787037037037037,0.6231481481481481
29.0,0.7116310596466064,0.5833333333333334,0.6342592592592593
30.0,0.7158327698707581,0.5648148148148148,0.6324074074074074
31.0,0.688113808631897,0.5740740740740741,0.6157407407407407
32.0,0.713384747505188,0.5648148148148148,0.5935185185185186
33.0,0.6943117380142212,0.5916666666666667,0.5888888888888889
34.0,0.702116072177887,0.5768518518518518,0.5898148148148148
35.0,0.709344208240509,0.5472222222222223,0.6
36.0,0.673733115196228,0.6,0.6092592592592593
37.0,0.6978234648704529,0.5972222222222222,0.6277777777777778
38.0,0.6927235722541809,0.5861111111111111,0.6472222222222223
39.0,0.6794326305389404,0.6,0.6601851851851852
40.0,0.6676843762397766,0.5907407407407408,0.6574074074074074
41.0,0.6879480481147766,0.5916666666666667,0.6527777777777778
42.0,0.6930190920829773,0.5935185185185186,0.6518518518518519
43.0,0.6621760725975037,0.6240740740740741,0.6527777777777778
44.0,0.6703028082847595,0.6240740740740741,0.6611111111111111
45.0,0.6397563815116882,0.6287037037037037,0.6685185185185185
46.0,0.6628916263580322,0.6101851851851852,0.6703703703703704
47.0,0.666962206363678,0.6138888888888889,0.6787037037037037
48.0,0.6760145425796509,0.6074074074074074,0.6824074074074075
