epoch,loss,training_accuracy,testing_accuracy
1.0,0.8039481043815613,0.48333333333333334,0.47962962962962963
2.0,0.7972502112388611,0.512962962962963,0.49166666666666664
3.0,0.7923623919487,0.49444444444444446,0.5027777777777778
4.0,0.7825422883033752,0.5064814814814815,0.5064814814814815
5.0,0.797694981098175,0.4888888888888889,0.5074074074074074
6.0,0.7488698363304138,0.5388888888888889,0.5046296296296297
7.0,0.7860895991325378,0.5,0.5064814814814815
8.0,0.7843082547187805,0.5037037037037037,0.5138888888888888
9.0,0.7444615960121155,0.5287037037037037,0.5212962962962963
10.0,0.7825276851654053,0.5046296296296297,0.5287037037037037
11.0,0.749660313129425,0.5324074074074074,0.5166666666666667
12.0,0.7555046081542969,0.524074074074074,0.5166666666666667
13.0,0.7771795988082886,0.5175925925925926,0.5194444444444445
14.0,0.772091269493103,0.5212962962962963,0.5166666666666667
15.0,0.790625810623169,0.49722222222222223,0.5259259259259259
16.0,0.7670673727989197,0.512962962962963,0.5416666666666666
17.0,0.7370215654373169,0.5407407407407407,0.5435185185185185
18.0,0.7589796185493469,0.524074074074074,0.55
19.0,0.7478503584861755,0.5425925925925926,0.5453703703703704
20.0,0.7467535734176636,0.5342592592592592,0.5472222222222223
21.0,0.7378896474838257,0.5481481481481482,0.5472222222222223
22.0,0.7675650119781494,0.5259259259259259,0.549074074074074
23.0,0.7593964338302612,0.5296296296296297,0.55
24.0,0.7429028749465942,0.537962962962963,0.5583333333333333
25.0,0.747165858745575,0.5398148148148149,0.5574074074074075
26.0,0.7379185557365417,0.5546296296296296,0.5601851851851852
27.0,0.7328916192054749,0.5472222222222223,0.5657407407407408
28.0,0.7272075414657593,0.5509259259259259,0.5694444444444444
29.0,0.7278710603713989,0.5453703703703704,0.5712962962962963
30.0,0.7135904431343079,0.5731481481481482,0.575925925925926
31.0,0.7141557335853577,0.5583333333333333,0.5787037037037037
32.0,0.743150532245636,0.5453703703703704,0.5712962962962963
33.0,0.7385851144790649,0.5416666666666666,0.575
34.0,0.7135311365127563,0.575,0.575
35.0,0.7449125051498413,0.5638888888888889,0.5675925925925925
36.0,0.7258358001708984,0.5555555555555556,0.5685185185185185
37.0,0.7500783205032349,0.5425925925925926,0.5712962962962963
38.0,0.7214583158493042,0.5694444444444444,0.5703703703703704
39.0,0.6966114640235901,0.5861111111111111,0.575
40.0,0.7312907576560974,0.5518518518518518,0.5768518518518518
41.0,0.7114786505699158,0.5601851851851852,0.575
42.0,0.7010951042175293,0.5787037037037037,0.575925925925926
43.0,0.7087154984474182,0.5777777777777777,0.5740740740740741
44.0,0.7103560566902161,0.5592592592592592,0.5833333333333334
45.0,0.7015957236289978,0.587037037037037,0.5953703703703703
46.0,0.6957927942276001,0.5814814814814815,0.6055555555555555
47.0,0.7034524083137512,0.5768518518518518,0.6037037037037037
48.0,0.6934677958488464,0.6018518518518519,0.6129629629629629
49.0,0.6934927701950073,0.5888888888888889,0.6212962962962963
50.0,0.7030748128890991,0.5953703703703703,0.6231481481481481
51.0,0.7179862856864929,0.5527777777777778,0.6296296296296297
52.0,0.7174184322357178,0.5731481481481482,0.6259259259259259
53.0,0.6913177967071533,0.575925925925926,0.6296296296296297
54.0,0.6940897703170776,0.587037037037037,0.6314814814814815
55.0,0.7017603516578674,0.5916666666666667,0.6333333333333333
56.0,0.7108927369117737,0.5824074074074074,0.6314814814814815
57.0,0.6785534024238586,0.5953703703703703,0.6314814814814815
58.0,0.6705518960952759,0.6055555555555555,0.637962962962963
59.0,0.6719680428504944,0.5907407407407408,0.637962962962963
60.0,0.6855064034461975,0.5833333333333334,0.6416666666666667
61.0,0.6794924139976501,0.5981481481481481,0.6481481481481481
62.0,0.6722995638847351,0.5935185185185186,0.6509259259259259
63.0,0.6615408062934875,0.6287037037037037,0.6527777777777778
64.0,0.6871076822280884,0.5944444444444444,0.6555555555555556
