epoch  ,loss                ,training_accuracy   ,testing_accuracy
   1.0 ,0.8252885937690735  ,0.5166666666666667  ,0.5064814814814815
   2.0 ,0.805054783821106   ,0.49722222222222223 ,0.5055555555555555
   3.0 ,0.7955731749534607  ,0.5120370370370371  ,0.4962962962962963
   4.0 ,0.7790381908416748  ,0.5111111111111111  ,0.5101851851851852
   5.0 ,0.763570249080658   ,0.5287037037037037  ,0.5037037037037037
   6.0 ,0.8026654720306396  ,0.5018518518518519  ,0.5018518518518519
   7.0 ,0.8001831769943237  ,0.5259259259259259  ,0.5009259259259259
   8.0 ,0.7653454542160034  ,0.5212962962962963  ,0.5148148148148148
   9.0 ,0.747481107711792   ,0.5444444444444444  ,0.5296296296296297
  10.0 ,0.7416102886199951  ,0.5657407407407408  ,0.5259259259259259
  11.0 ,0.7848590016365051  ,0.5111111111111111  ,0.5416666666666666
  12.0 ,0.7400845885276794  ,0.5462962962962963  ,0.5324074074074074
  13.0 ,0.7454466223716736  ,0.524074074074074   ,0.5175925925925926
  14.0 ,0.7284015417098999  ,0.5481481481481482  ,0.5138888888888888
  15.0 ,0.7572221755981445  ,0.5361111111111111  ,0.5148148148148148
  16.0 ,0.7303962111473083  ,0.5564814814814815  ,0.5148148148148148
  17.0 ,0.7404825687408447  ,0.5472222222222223  ,0.5231481481481481
  18.0 ,0.7533507347106934  ,0.5425925925925926  ,0.5314814814814814
  19.0 ,0.7337712049484253  ,0.5601851851851852  ,0.5564814814814815
  20.0 ,0.7173603177070618  ,0.5648148148148148  ,0.5657407407407408
  21.0 ,0.7435857057571411  ,0.537962962962963   ,0.5657407407407408
  22.0 ,0.7324715852737427  ,0.5601851851851852  ,0.5666666666666667
  23.0 ,0.7088059782981873  ,0.5611111111111111  ,0.5611111111111111
  24.0 ,0.7289316654205322  ,0.5592592592592592  ,0.5574074074074075
  25.0 ,0.7493845224380493  ,0.5583333333333333  ,0.5546296296296296
  26.0 ,0.7331376671791077  ,0.5648148148148148  ,0.562037037037037
  27.0 ,0.7188959717750549  ,0.5907407407407408  ,0.5722222222222222
  28.0 ,0.7223668694496155  ,0.5685185185185185  ,0.5888888888888889
  29.0 ,0.7219897508621216  ,0.5731481481481482  ,0.5851851851851851
  30.0 ,0.7184808850288391  ,0.5666666666666667  ,0.5990740740740741
  31.0 ,0.7230305671691895  ,0.5685185185185185  ,0.5981481481481481
  32.0 ,0.7356668710708618  ,0.549074074074074   ,0.5944444444444444
  33.0 ,0.715197741985321   ,0.5583333333333333  ,0.5925925925925926
  34.0 ,0.7131226062774658  ,0.5805555555555556  ,0.5898148148148148
  35.0 ,0.7155153751373291  ,0.5712962962962963  ,0.5888888888888889
  36.0 ,0.6950896978378296  ,0.5851851851851851  ,0.5925925925925926
  37.0 ,0.6886075139045715  ,0.5861111111111111  ,0.5962962962962963
  38.0 ,0.7044102549552917  ,0.5712962962962963  ,0.600925925925926
  39.0 ,0.6933266520500183  ,0.5925925925925926  ,0.6194444444444445
  40.0 ,0.6844664812088013  ,0.5916666666666667  ,0.6287037037037037
  41.0 ,0.7219674587249756  ,0.5777777777777777  ,0.625
  42.0 ,0.6952347755432129  ,0.5953703703703703  ,0.6175925925925926
  43.0 ,0.6777773499488831  ,0.5898148148148148  ,0.6111111111111112
  44.0 ,0.6822634935379028  ,0.5787037037037037  ,0.6055555555555555
  45.0 ,0.6805601716041565  ,0.5824074074074074  ,0.6083333333333333
  46.0 ,0.690152108669281   ,0.5777777777777777  ,0.6129629629629629
  47.0 ,0.6875213980674744  ,0.6064814814814815  ,0.6212962962962963
  48.0 ,0.6845535039901733  ,0.6046296296296296  ,0.6361111111111111
  49.0 ,0.659180223941803   ,0.6148148148148148  ,0.6370370370370371
  50.0 ,0.6838231682777405  ,0.5962962962962963  ,0.6425925925925926
  51.0 ,0.6776426434516907  ,0.6101851851851852  ,0.6407407407407407
  52.0 ,0.6685045957565308  ,0.6305555555555555  ,0.6435185185185185
  53.0 ,0.6762836575508118  ,0.6129629629629629  ,0.6296296296296297
  54.0 ,0.6804075241088867  ,0.6055555555555555  ,0.6212962962962963
  55.0 ,0.6684649586677551  ,0.6138888888888889  ,0.6175925925925926
  56.0 ,0.6844562888145447  ,0.5962962962962963  ,0.625
  57.0 ,0.6659999489784241  ,0.6018518518518519  ,0.6314814814814815
  58.0 ,0.6618744730949402  ,0.6277777777777778  ,0.6388888888888888
  59.0 ,0.6816787719726562  ,0.575925925925926   ,0.649074074074074
  60.0 ,0.6648793816566467  ,0.6203703703703703  ,0.6444444444444445
  61.0 ,0.643227219581604   ,0.6175925925925926  ,0.6407407407407407
  62.0 ,0.6496661305427551  ,0.6083333333333333  ,0.6407407407407407
  63.0 ,0.6391982436180115  ,0.6472222222222223  ,0.637962962962963
  64.0 ,0.6335340142250061  ,0.6388888888888888  ,0.637962962962963
  65.0 ,0.6531978845596313  ,0.6212962962962963  ,0.6435185185185185
  66.0 ,0.6620569229125977  ,0.6287037037037037  ,0.6444444444444445
  67.0 ,0.6353989243507385  ,0.6574074074074074  ,0.6481481481481481
  68.0 ,0.6367653608322144  ,0.6222222222222222  ,0.65
  69.0 ,0.643170177936554   ,0.6472222222222223  ,0.65
  70.0 ,0.6422528028488159  ,0.6194444444444445  ,0.65
  71.0 ,0.6269626617431641  ,0.6333333333333333  ,0.6509259259259259
  72.0 ,0.638931393623352   ,0.625               ,0.6537037037037037
  73.0 ,0.6246350407600403  ,0.6314814814814815  ,0.6537037037037037
  74.0 ,0.6284336447715759  ,0.6527777777777778  ,0.6509259259259259
  75.0 ,0.6327871680259705  ,0.6509259259259259  ,0.65
  76.0 ,0.6173993945121765  ,0.6601851851851852  ,0.649074074074074
  77.0 ,0.638328492641449   ,0.6361111111111111  ,0.65
  78.0 ,0.6242993474006653  ,0.6416666666666667  ,0.65
  79.0 ,0.6236246824264526  ,0.6453703703703704  ,0.6537037037037037
  80.0 ,0.6149657368659973  ,0.6555555555555556  ,0.6574074074074074
  81.0 ,0.6017937660217285  ,0.6675925925925926  ,0.6574074074074074
  82.0 ,0.6261942982673645  ,0.649074074074074   ,0.6564814814814814
  83.0 ,0.6300010681152344  ,0.6407407407407407  ,0.6583333333333333
  84.0 ,0.6184048652648926  ,0.6601851851851852  ,0.6518518518518519
  85.0 ,0.6224549412727356  ,0.6444444444444445  ,0.6509259259259259
  86.0 ,0.6042207479476929  ,0.6537037037037037  ,0.6574074074074074
  87.0 ,0.6128429174423218  ,0.6703703703703704  ,0.6611111111111111
  88.0 ,0.6140919327735901  ,0.6416666666666667  ,0.6666666666666666
  89.0 ,0.6108779311180115  ,0.6564814814814814  ,0.6666666666666666
  90.0 ,0.5870639085769653  ,0.6768518518518518  ,0.6620370370370371
  91.0 ,0.6067432761192322  ,0.6759259259259259  ,0.662962962962963
  92.0 ,0.6062327027320862  ,0.6638888888888889  ,0.6638888888888889
  93.0 ,0.602113664150238   ,0.6777777777777778  ,0.662962962962963
  94.0 ,0.6193912029266357  ,0.6611111111111111  ,0.6638888888888889
  95.0 ,0.6040228605270386  ,0.6824074074074075  ,0.6703703703703704
  96.0 ,0.5831342935562134  ,0.674074074074074   ,0.6712962962962963
  97.0 ,0.5966309309005737  ,0.6712962962962963  ,0.6712962962962963
  98.0 ,0.5837970972061157  ,0.6638888888888889  ,0.6722222222222223
  99.0 ,0.6041439771652222  ,0.6787037037037037  ,0.6731481481481482
 100.0 ,0.5864880084991455  ,0.6916666666666667  ,0.674074074074074
 101.0 ,0.5701400637626648  ,0.6851851851851852  ,0.675
 102.0 ,0.5679372549057007  ,0.6907407407407408  ,0.6768518518518518
 103.0 ,0.5893973112106323  ,0.6851851851851852  ,0.6787037037037037
 104.0 ,0.5776870846748352  ,0.6805555555555556  ,0.6787037037037037
 105.0 ,0.5888679027557373  ,0.6805555555555556  ,0.6796296296296296
 106.0 ,0.5913588404655457  ,0.6509259259259259  ,0.6787037037037037
 107.0 ,0.567001223564148   ,0.7027777777777777  ,0.6814814814814815
 108.0 ,0.5684186220169067  ,0.7064814814814815  ,0.6805555555555556
 109.0 ,0.5795478820800781  ,0.6768518518518518  ,0.6824074074074075
 110.0 ,0.5888627767562866  ,0.6972222222222222  ,0.6824074074074075
 111.0 ,0.588151752948761   ,0.6861111111111111  ,0.6842592592592592
