epoch  ,loss                ,training_accuracy   ,testing_accuracy
   1.0 ,0.8357923030853271  ,0.49907407407407406 ,0.5018518518518519
   2.0 ,0.7830892205238342  ,0.5037037037037037  ,0.5
   3.0 ,0.8265200257301331  ,0.5138888888888888  ,0.5138888888888888
   4.0 ,0.7728822231292725  ,0.5435185185185185  ,0.5416666666666666
   5.0 ,0.7504995465278625  ,0.5296296296296297  ,0.5342592592592592
   6.0 ,0.767541766166687   ,0.5472222222222223  ,0.5333333333333333
   7.0 ,0.7846256494522095  ,0.5138888888888888  ,0.5453703703703704
   8.0 ,0.762908935546875   ,0.5296296296296297  ,0.5518518518518518
   9.0 ,0.7683746814727783  ,0.5305555555555556  ,0.5324074074074074
  10.0 ,0.7392652034759521  ,0.5296296296296297  ,0.5166666666666667
  11.0 ,0.7839643359184265  ,0.5231481481481481  ,0.5231481481481481
  12.0 ,0.777886688709259   ,0.5407407407407407  ,0.5231481481481481
  13.0 ,0.7806986570358276  ,0.5074074074074074  ,0.5518518518518518
  14.0 ,0.7870869040489197  ,0.5037037037037037  ,0.5435185185185185
  15.0 ,0.7588685750961304  ,0.5203703703703704  ,0.5537037037037037
  16.0 ,0.7372398972511292  ,0.5555555555555556  ,0.5509259259259259
  17.0 ,0.7571874260902405  ,0.5407407407407407  ,0.5537037037037037
  18.0 ,0.7486709356307983  ,0.5453703703703704  ,0.5398148148148149
  19.0 ,0.7249530553817749  ,0.562037037037037   ,0.5157407407407407
  20.0 ,0.774368941783905   ,0.5370370370370371  ,0.512962962962963
  21.0 ,0.7375003099441528  ,0.5398148148148149  ,0.5120370370370371
  22.0 ,0.7481642365455627  ,0.5324074074074074  ,0.5222222222222223
  23.0 ,0.7354325652122498  ,0.5703703703703704  ,0.5425925925925926
  24.0 ,0.7273282408714294  ,0.549074074074074   ,0.5675925925925925
  25.0 ,0.7613348364830017  ,0.5370370370370371  ,0.5592592592592592
  26.0 ,0.7299964427947998  ,0.5564814814814815  ,0.5703703703703704
  27.0 ,0.7322993278503418  ,0.5722222222222222  ,0.5462962962962963
  28.0 ,0.7359346151351929  ,0.5444444444444444  ,0.5398148148148149
  29.0 ,0.7297626733779907  ,0.5666666666666667  ,0.5231481481481481
  30.0 ,0.7460759878158569  ,0.5481481481481482  ,0.5185185185185185
  31.0 ,0.73529052734375    ,0.5537037037037037  ,0.5175925925925926
  32.0 ,0.7258409857749939  ,0.5564814814814815  ,0.5212962962962963
  33.0 ,0.7329177260398865  ,0.5796296296296296  ,0.5351851851851852
  34.0 ,0.7362790107727051  ,0.5564814814814815  ,0.5453703703703704
  35.0 ,0.6945728659629822  ,0.5712962962962963  ,0.5592592592592592
  36.0 ,0.7208865880966187  ,0.575925925925926   ,0.5592592592592592
  37.0 ,0.7337459921836853  ,0.5592592592592592  ,0.5601851851851852
  38.0 ,0.7347053289413452  ,0.5416666666666666  ,0.5435185185185185
  39.0 ,0.7044172883033752  ,0.5898148148148148  ,0.5342592592592592
  40.0 ,0.6889331340789795  ,0.5907407407407408  ,0.5296296296296297
  41.0 ,0.7203534245491028  ,0.5583333333333333  ,0.5361111111111111
  42.0 ,0.7355179190635681  ,0.5546296296296296  ,0.549074074074074
  43.0 ,0.702714741230011   ,0.5787037037037037  ,0.5601851851851852
  44.0 ,0.7280937433242798  ,0.5712962962962963  ,0.5740740740740741
