episode ,mean     ,max
 142000 , 79496.7 ,163956
 143000 , 82149.7 ,168136
 144000 , 80220.7 ,166572
 145000 , 79088   ,164332
 146000 , 77420.9 ,166008
 147000 , 77004.7 ,159220
 148000 , 78552.6 ,170900
 149000 , 77158.7 ,163656
 150000 , 76426.9 ,165992
 151000 , 77296.3 ,167476
 152000 , 76187.6 ,167700
 153000 , 75758.8 ,167900
 154000 , 79306.1 ,157696
 155000 , 76914   ,167904
 156000 , 76498.2 ,167280
 157000 , 78774.2 ,167668
 158000 , 76599.1 ,167616
 159000 , 78682.9 ,167160
 160000 , 81336.4 ,163756
 161000 , 76913.6 ,166488
 162000 , 79627.3 ,166356
 163000 , 77562.2 ,164364
 164000 , 77929.2 ,157464
 165000 , 79372.7 ,172324
 166000 , 81134.3 ,169620
 167000 , 81513.9 ,164432
 168000 , 79717.5 ,168124
 169000 , 79640.9 ,171744
 170000 , 79020.1 ,161928
 171000 , 76877.6 ,164312
 172000 , 78799.4 ,168072
 173000 , 78736.4 ,173056
 174000 , 81295.3 ,166316
 175000 , 81519.1 ,162868
 176000 , 80577.5 ,168200
 177000 , 79170.5 ,167272
 178000 , 79091.8 ,158732
 179000 , 80186.7 ,159284
 180000 , 81450.1 ,168196
 181000 , 81624.8 ,168032
 182000 , 81677.9 ,164344
 183000 , 81632.3 ,166384
 184000 , 80993.6 ,167936
 185000 , 82485.2 ,172992
 186000 , 81365.8 ,164428
 187000 , 83846   ,168096
 188000 , 80731.6 ,171572
 189000 , 82498.1 ,174868
 190000 , 80054   ,176280
 191000 , 82428.3 ,162540
 192000 , 80691.2 ,164488
 193000 , 81473   ,167700
 194000 , 82305.3 ,174648
 195000 , 81491.3 ,171056
 196000 , 80634.3 ,165468
 197000 , 83597   ,168852
 198000 , 82751.1 ,173040
 199000 , 81276.7 ,167304
 200000 , 83244.6 ,166504
 201000 , 83938.8 ,167576
 202000 , 83907.5 ,168436
 203000 , 82837.2 ,166772
 204000 , 83170.5 ,170716
 205000 , 83935.9 ,168172
 206000 , 83572.2 ,176576
 207000 , 83796.3 ,157992
 208000 , 82471.2 ,166528
 209000 , 81800.4 ,166624
 210000 , 85322.8 ,168368
 211000 , 81788.9 ,166996
 212000 , 83957   ,173584
 213000 , 84480.1 ,168156
 214000 , 84077.7 ,171092
 215000 , 84921   ,162596
 216000 , 83428.1 ,171032
 217000 , 83521.4 ,168020
 218000 , 83492.8 ,166520
 219000 , 83179.6 ,171388
 220000 , 84459   ,168268
 221000 , 86547.5 ,172628
 222000 , 83770.4 ,167520
 223000 , 85543.3 ,172304
 224000 , 85131.5 ,166140
 225000 , 82837.2 ,168384
 226000 , 85100.3 ,175124
 227000 , 86123.6 ,173084
 228000 , 85096.5 ,170948
 229000 , 85362.5 ,166184
 230000 , 83890.5 ,168052
 231000 , 85931.4 ,171380
 232000 , 85606.7 ,171872
 233000 , 86759.5 ,165332
 234000 , 86049.5 ,165612
 235000 , 85467.4 ,168016
 236000 , 85437.6 ,167832
 237000 , 86560.9 ,172184
 238000 , 86022.9 ,167468
 239000 , 85572.8 ,173804
 240000 , 87684.6 ,172348
 241000 , 85695.4 ,171916
 242000 , 84975.8 ,168160
 243000 , 85948   ,173300
 244000 , 88924.6 ,168032
 245000 , 87367.4 ,174932
 246000 , 86103.2 ,173676
 247000 , 87911.1 ,168084
 248000 , 84455.7 ,167616
 249000 , 87321.4 ,167968
 250000 , 88533   ,171612
 251000 , 89757.8 ,173108
 252000 , 88086.1 ,168436
 253000 , 91612.5 ,171540
 254000 , 91630   ,170656
 255000 , 90779.7 ,167488
 256000 , 88703   ,170752
 257000 , 89529.2 ,179988
 258000 , 90875.3 ,176936
 259000 , 86335.1 ,175544
 260000 , 90058.4 ,172296
 261000 , 88517.2 ,166424
 262000 , 89737.2 ,171400
 263000 , 89885.3 ,171360
 264000 , 88855   ,167964
 265000 , 88965.2 ,168152
 266000 , 90372.9 ,176632
 267000 , 89707.6 ,172336
 268000 , 91025.3 ,168924
 269000 , 90838.6 ,170688
 270000 , 90805.1 ,168940
 271000 , 89428.2 ,166500
 272000 , 89909.8 ,167604
 273000 , 90240.7 ,168480
 274000 , 91694.5 ,173060
 275000 , 89812.1 ,172340
 276000 , 89751.3 ,165440
 277000 , 89575.8 ,172564
 278000 , 89471.5 ,172384
 279000 , 88120.6 ,168492
 280000 , 87198.7 ,167880
 281000 , 88591.8 ,166260
 282000 , 93378.1 ,169024
 283000 , 91433.8 ,175176
 284000 , 92514.1 ,175516
 285000 , 90862.9 ,167632
 286000 , 89835.7 ,168508
 287000 , 92823.9 ,168064
 288000 , 92288.6 ,167764
 289000 , 92619.2 ,168972
 290000 , 93671.4 ,175892
 291000 , 91789.4 ,171280
 292000 , 89869   ,172524
 293000 , 93695.9 ,171808
 294000 , 94321.8 ,173116
 295000 , 93371.4 ,173636
 296000 , 94059.9 ,171476
 297000 , 91606   ,172068
 298000 , 92045   ,174748
 299000 , 94899.4 ,172724
 300000 , 92958.9 ,173632
 301000 , 93249.2 ,173368
 302000 , 91558.4 ,167824
 303000 , 92501.1 ,176784
 304000 , 92288   ,172136
 305000 , 94745.4 ,171476
 306000 , 93106.4 ,171124
 307000 , 94729.9 ,174988
 308000 , 93939.3 ,168692
 309000 , 93824.6 ,173312
 310000 , 93475.6 ,172408
 311000 , 95283.8 ,172384
 312000 , 93773   ,172100
 313000 , 95545   ,173196
 314000 , 94157.4 ,168212
 315000 , 93364.8 ,169760
 316000 , 93664.1 ,167272
 317000 , 96122.3 ,169884
 318000 , 95152.1 ,168836
 319000 , 97419.2 ,172908
 320000 , 93721.7 ,172784
 321000 , 93323.2 ,173244
 322000 , 95388.1 ,172544
 323000 , 93434.5 ,172736
 324000 , 92314.3 ,168100
 325000 , 95416.6 ,171716
 326000 , 96959.5 ,170844
 327000 , 93180.3 ,171980
 328000 , 94614.4 ,172684
 329000 , 94539.8 ,167516
 330000 , 94458.1 ,169124
 331000 , 93731.7 ,168276
 332000 , 93728.8 ,171640
 333000 , 98791.7 ,171684
 334000 , 90337.2 ,168384
 335000 , 96401.1 ,175444
 336000 , 94784.9 ,172252
 337000 , 91803.3 ,174348
 338000 , 94349.7 ,172392
 339000 , 92223.4 ,174732
 340000 , 94511.1 ,168704
 341000 , 93175.4 ,172588
 342000 , 94117.7 ,168332
 343000 , 96026.4 ,177336
 344000 , 94141.8 ,176416
 345000 , 93506.7 ,172912
 346000 , 96895.4 ,172448
 347000 , 94217   ,173000
 348000 , 94759.2 ,175952
 349000 , 93806.4 ,176792
 350000 , 94772.5 ,173564
 351000 , 93136.6 ,172988
 352000 , 95003.8 ,172348
 353000 , 96890.8 ,264480
 354000 , 94070.9 ,168208
 355000 , 93620.2 ,169016
 356000 , 96033.1 ,170612
 357000 , 97553.2 ,173076
 358000 , 93853.5 ,172972
 359000 , 95229.1 ,172868
 360000 , 93883.4 ,170920
 361000 , 95189.3 ,173288
 362000 , 92220.1 ,173044
 363000 , 94196.6 ,174628
 364000 , 94105.2 ,168152
 365000 , 94577.9 ,171712
 366000 , 97437.8 ,173112
 367000 , 93362   ,168564
 368000 , 93804.5 ,171760
 369000 , 95215.7 ,172616
 370000 , 98900.9 ,169488
 371000 , 93611.7 ,168404
 372000 , 94341.7 ,174916
 373000 , 96727.3 ,172176
 374000 , 94642.4 ,168240
 375000 , 93285.9 ,176440
 376000 , 95107   ,176520
 377000 , 94644.6 ,171580
 378000 , 93632   ,173460
 379000 , 96817.8 ,172936
 380000 , 94635.3 ,172188
 381000 , 95249.4 ,170900
 382000 , 96617.7 ,171572
 383000 , 95688.8 ,169812
 384000 , 94549.9 ,171552
 385000 , 94542.4 ,172556
 386000 , 93014.8 ,172996
 387000 , 93434.5 ,173876
 388000 , 94337   ,175236
 389000 , 93364   ,167640
 390000 , 95910.7 ,173572
 391000 , 95032.1 ,169292
 392000 , 97745   ,173592
 393000 , 92497.2 ,168160
 394000 , 95250.5 ,167804
 395000 , 94603   ,171568
 396000 , 95824.4 ,177480
 397000 , 94554.7 ,172524
 398000 , 94358.7 ,168444
 399000 , 96452.2 ,173588
 400000 , 95059.1 ,175040
 401000 , 94924.7 ,225168
 402000 , 98518.4 ,177236
 403000 , 97699.9 ,170036
 404000 , 96599.4 ,173372
 405000 , 99285.2 ,174576
 406000 , 98405.9 ,173216
 407000 , 95919.6 ,173180
 408000 , 93914.5 ,174844
 409000 , 95581.8 ,168224
 410000 , 93615.1 ,168336
 411000 , 96038.9 ,176692
 412000 , 92544.5 ,173108
 413000 , 96427.5 ,173196
 414000 , 98490.6 ,171800
 415000 , 95399.5 ,172708
 416000 , 94524.8 ,172872
 417000 , 95126.1 ,172636
 418000 , 96946.3 ,172948
 419000 , 97065.6 ,171504
 420000 , 94423.6 ,170380
 421000 , 98214.9 ,172056
 422000 , 94393   ,168216
 423000 , 99177   ,169764
 424000 , 98620   ,177196
 425000 , 96181.5 ,175088
 426000 , 97420.8 ,172376
 427000 , 96307.1 ,172876
 428000 , 96231.7 ,171360
 429000 , 94407.8 ,172900
 430000 , 93288.6 ,167640
 431000 , 98235.1 ,171656
 432000 , 97472.2 ,168080
 433000 , 97979.5 ,168324
 434000 , 94529.1 ,168264
 435000 , 97267.7 ,175424
 436000 , 93804.4 ,173024
 437000 , 96109.1 ,166496
 438000 , 96275.2 ,172712
 439000 , 93073.7 ,170952
 440000 , 95511.3 ,168620
 441000 , 98515.8 ,175060
 442000 , 99676.2 ,177400
 443000 , 96551.8 ,169028
 444000 , 97483.2 ,172912
 445000 , 96680.2 ,175808
 446000 , 94216.4 ,175604
 447000 , 96554.9 ,168708
 448000 , 99567.5 ,171184
 449000 , 97691.2 ,172380
 450000 , 96509.5 ,168168
 451000 , 98250.5 ,172520
 452000 , 95413.8 ,170628
 453000 , 96973.7 ,168256
 454000 , 97749.8 ,171064
 455000 , 96871.3 ,175320
 456000 , 93910.2 ,173932
 457000 , 95289.9 ,176684
 458000 , 96044.3 ,172768
 459000 , 95834.4 ,169052
 460000 , 97181.1 ,171836
 461000 , 94907.8 ,167904
 462000 , 97551.7 ,175400
 463000 , 96519.1 ,168140
 464000 , 94862.7 ,171676
 465000 , 95858.7 ,173304
 466000 , 94471.4 ,176808
 467000 , 95711.3 ,177200
 468000 , 96722   ,174648
 469000 , 96449.1 ,173200
 470000 , 97486.5 ,176824
 471000 , 95118.5 ,168068
 472000 , 97090   ,170908
 473000 , 96278.3 ,172280
 474000 , 97615.3 ,167824
 475000 , 97593.9 ,167976
 476000 , 94727.8 ,168076
 477000 , 95960.9 ,171804
 478000 , 99438.5 ,166416
 479000 , 97750.6 ,173208
 480000 , 97490.3 ,168756
 481000 , 97697.3 ,171472
 482000 , 97404.8 ,172552
 483000 , 97364.4 ,177380
 484000 , 97022.4 ,172244
 485000 , 99171.1 ,168060
 486000 , 96603.2 ,172196
 487000 , 98254.8 ,170920
 488000 , 96205.3 ,167640
 489000 , 98455.9 ,171072
 490000 , 96602.3 ,168132
 491000 , 97996.9 ,170716
 492000 , 95152.8 ,171780
 493000 , 98116   ,173056
 494000 , 95905.8 ,174904
 495000 ,100311   ,168752
 496000 ,101854   ,175264
 497000 , 97848.6 ,169008
 498000 , 95312.7 ,175672
 499000 , 97853.7 ,174936
 500000 , 99347.2 ,172344
 501000 , 98249.2 ,172660
 502000 , 97474.8 ,172324
 503000 , 98500   ,173340
 504000 , 97290.2 ,172620
 505000 , 95431.8 ,174904
 506000 , 97611.9 ,168124
 507000 , 94327.2 ,167924
 508000 , 95968.3 ,174056
 509000 , 98081.9 ,172212
 510000 , 96143.9 ,168032
 511000 , 97866   ,168192
 512000 , 98332.4 ,167660
 513000 , 96841.1 ,168148
 514000 , 95564.8 ,176912
 515000 , 92676.2 ,171132
 516000 , 94980   ,167652
 517000 , 97634.4 ,167956
 518000 , 97664   ,170548
 519000 , 95397.7 ,167360
 520000 , 96735   ,172272
 521000 , 97910.6 ,172464
 522000 , 97506.1 ,169832
 523000 , 96844.2 ,170772
 524000 , 94166.4 ,166736
 525000 , 96689.3 ,171668
 526000 , 98091.6 ,173112
 527000 , 97641.4 ,172444
 528000 ,100557   ,170200
 529000 , 99545.1 ,168140
 530000 , 97176   ,168376
 531000 , 99934.2 ,173300
 532000 , 96562.5 ,171496
 533000 , 95355.8 ,167200
 534000 , 93526.7 ,171108
 535000 , 98666.9 ,171732
 536000 , 97865.8 ,172124
 537000 , 96696.1 ,167320
 538000 , 95435.9 ,170880
 539000 ,101020   ,173492
 540000 , 98082.5 ,166860
 541000 , 97656.9 ,170396
 542000 , 97624.1 ,170736
 543000 , 97281.1 ,169724
 544000 , 98780.6 ,167932
 545000 , 95956.3 ,171360
 546000 , 95373.3 ,166736
 547000 , 96770.8 ,165712
 548000 , 98217.3 ,168356
 549000 , 95542.9 ,167824
 550000 , 95557.1 ,172260
 551000 , 96382.9 ,167184
 552000 , 98356.9 ,170420
 553000 , 97660.9 ,168748
 554000 , 98741.3 ,167436
 555000 , 95244.1 ,175124
 556000 , 95430.4 ,168064
 557000 , 97364.2 ,172328
 558000 , 96502.6 ,166696
 559000 , 95699.3 ,169108
 560000 ,100816   ,168276
 561000 , 99228.2 ,169764
 562000 , 94987.3 ,169716
 563000 , 99151.6 ,167760
 564000 , 96598.8 ,175536
 565000 , 95917.2 ,170572
 566000 ,101526   ,171356
 567000 , 98262.5 ,171544
 568000 , 97897.8 ,167808
 569000 , 95710.1 ,172332
 570000 , 96150.2 ,171516
 571000 , 98619.3 ,168184
 572000 , 95254.9 ,167820
 573000 , 93864.7 ,171824
 574000 , 93281   ,175456
 575000 ,100245   ,176796
 576000 , 98924.6 ,172840
 577000 , 97753.6 ,171328
 578000 , 98592.5 ,167884
 579000 ,100612   ,168548
 580000 , 94074.3 ,169904
 581000 , 97052.1 ,174428
 582000 , 94998.7 ,168192
 583000 ,100776   ,168176
 584000 , 97472   ,168560
 585000 , 97589.5 ,170956
 586000 , 99687.6 ,175564
 587000 , 96989   ,175844
 588000 ,100582   ,170044
 589000 ,101622   ,167644
 590000 , 98550.4 ,170224
 591000 ,100478   ,168000
 592000 , 95568.9 ,172752
 593000 , 95113.2 ,170368
 594000 , 98226.7 ,170064
 595000 , 91959   ,167940
 596000 , 94347.6 ,167312
 597000 , 96017.3 ,167556
 598000 , 93702.1 ,166672
 599000 , 96821.6 ,168316
 600000 , 98663.7 ,168180
 601000 , 95270.1 ,171124
 602000 , 99189.2 ,168560
 603000 , 99007.9 ,168080
 604000 , 98603.4 ,168452
 605000 ,100837   ,168140
 606000 , 98066   ,167440
 607000 , 98378.1 ,167788
 608000 , 99555.6 ,165796
 609000 , 97099.1 ,166880
 610000 , 94206.2 ,171800
 611000 , 98873.6 ,168172
 612000 , 95041.7 ,166508
 613000 , 99125.9 ,167268
 614000 , 99710   ,168304
 615000 ,102694   ,168840
 616000 , 98901.4 ,171492
 617000 ,100760   ,172456
 618000 , 98146   ,170092
 619000 , 95867.8 ,167140
 620000 , 98924.2 ,168296
 621000 , 99786.6 ,171588
 622000 , 98125.9 ,173268
 623000 , 97777.2 ,170740
 624000 ,101613   ,169848
 625000 ,100505   ,168064
 626000 , 98067.5 ,172572
 627000 , 97337.2 ,166148
 628000 ,100477   ,170736
 629000 , 98873.7 ,168152
 630000 , 99216.9 ,172376
 631000 , 96852.9 ,168268
 632000 , 99073.5 ,168136
 633000 , 98733.6 ,170616
 634000 , 94079.8 ,170852
 635000 ,100226   ,165820
 636000 ,100711   ,167128
 637000 , 96873.4 ,172320
 638000 , 96654.8 ,170788
 639000 , 96255.8 ,166936
 640000 , 95725.7 ,166632
 641000 , 97897.7 ,168144
 642000 , 98288.9 ,167488
 643000 , 97408.8 ,167336
 644000 , 98393   ,168172
 645000 , 97341.4 ,172440
 646000 , 97658   ,167704
 647000 , 95293.3 ,166744
 648000 , 96916.4 ,167756
 649000 , 95390.8 ,166548
 650000 , 94954.3 ,176356
 651000 , 97399.6 ,167040
 652000 , 97161.6 ,168232
 653000 , 95110.7 ,168092
 654000 , 96418.3 ,166192
 655000 , 96622.8 ,172088
 656000 , 97675.5 ,168692
 657000 , 99788.8 ,172368
 658000 , 94196.5 ,170468
 659000 , 98310.5 ,164416
 660000 ,100640   ,172328
 661000 , 99870.7 ,172728
 662000 , 96969.5 ,171876
 663000 , 94893.7 ,168212
 664000 , 99774.9 ,167052
 665000 ,100619   ,171400
 666000 ,101714   ,166340
 667000 ,101596   ,171264
 668000 , 99472.8 ,166572
 669000 , 96769.8 ,168124
 670000 , 95931.5 ,171928
 671000 , 97383.3 ,168528
 672000 , 99680.6 ,167548
 673000 , 96755.8 ,167692
 674000 , 96327   ,167996
 675000 , 97430.3 ,171376
 676000 , 95615.8 ,167080
 677000 , 96820.3 ,167896
 678000 , 97991.1 ,166804
 679000 , 99685.3 ,167724
 680000 , 96526.1 ,168416
 681000 ,101280   ,167544
 682000 , 98342.3 ,171584
 683000 ,100051   ,170900
 684000 , 99338.5 ,172540
 685000 ,100409   ,168064
 686000 ,100323   ,168528
 687000 ,100984   ,169708
 688000 , 98532.8 ,166516
 689000 ,102380   ,172644
 690000 , 99316.1 ,167456
 691000 , 99569.1 ,166536
 692000 , 95524   ,171388
 693000 , 99608   ,168000
 694000 , 95217.4 ,171440
 695000 , 96146.8 ,166252
 696000 , 94487.4 ,166472
 697000 , 98018.1 ,170556
 698000 ,100789   ,170816
 699000 , 95151.8 ,167028
 700000 , 93611.5 ,165984
 701000 ,100215   ,166180
 702000 , 94645   ,166732
 703000 , 98084   ,166428
 704000 , 94504.2 ,165548
 705000 , 98131.1 ,167540
 706000 , 99063   ,167136
 707000 ,101599   ,167800
 708000 , 98592.6 ,168244
 709000 , 97571.9 ,167216
 710000 , 95612.6 ,164392
 711000 , 98908.7 ,169732
 712000 ,101017   ,166272
 713000 , 99585.6 ,174488
 714000 , 97580.8 ,171376
 715000 ,100488   ,166948
 716000 ,100263   ,167844
 717000 ,101858   ,168228
 718000 , 95494.1 ,167620
 719000 , 98696.9 ,166188
 720000 , 98118.1 ,168356
 721000 , 99870.5 ,167432
 722000 , 94612.1 ,167504
 723000 , 95562.2 ,167356
 724000 , 99032.5 ,172112
 725000 , 98156.5 ,167400
 726000 , 98799.1 ,167084
 727000 , 98490.5 ,167612
 728000 , 97033.7 ,168220
 729000 , 97567.1 ,166408
 730000 , 97202   ,167132
 731000 , 98992.6 ,168536
 732000 , 99080.1 ,167336
 733000 , 97180   ,164328
 734000 , 99788.5 ,173012
 735000 , 98464.2 ,171232
 736000 , 98442.6 ,174656
 737000 , 96353   ,167960
 738000 , 97315.2 ,166148
 739000 , 96829.1 ,166884
 740000 , 99625.9 ,166232
 741000 , 96845.8 ,174936
 742000 , 98138.6 ,172752
 743000 , 99543.1 ,170792
 744000 , 95210.3 ,168248
 745000 , 97681.2 ,167248
 746000 , 97708.3 ,167528
 747000 , 96109.9 ,165436
 748000 , 98643.8 ,166576
 749000 , 97418.5 ,166952
 750000 , 98829.3 ,167672
 751000 ,101543   ,166512
 752000 ,100120   ,165844
 753000 ,100680   ,166644
 754000 , 99856.7 ,174484
 755000 ,100855   ,166080
 756000 , 97473   ,171468
 757000 , 98375.3 ,171108
 758000 ,100804   ,165704
 759000 ,100430   ,171600
 760000 , 98830.8 ,167096
 761000 ,100827   ,173020
 762000 , 98641.4 ,171588
 763000 ,101230   ,171184
 764000 ,100248   ,167068
 765000 ,100037   ,172628
 766000 , 97291.5 ,166320
 767000 , 99923.6 ,168084
 768000 ,101080   ,168328
 769000 , 96277.3 ,171400
 770000 ,100094   ,165760
 771000 , 98328.8 ,165764
 772000 , 98017.7 ,166576
 773000 , 96240.4 ,167112
 774000 ,100326   ,174680
 775000 , 98349.3 ,167100
 776000 ,100750   ,166496
 777000 , 99836.2 ,171612
 778000 , 99488.9 ,166564
 779000 , 96780.2 ,166112
 780000 , 97137.8 ,166416
 781000 , 99230.4 ,167852
 782000 , 98053.9 ,165848
 783000 , 99488.9 ,168332
 784000 , 98858.6 ,163592
 785000 , 99599.1 ,163672
 786000 ,100437   ,167956
 787000 , 96478.5 ,166336
 788000 , 97017.8 ,171532
 789000 , 96363   ,165960
 790000 , 98758.1 ,167032
 791000 , 95827.7 ,171968
 792000 , 97617   ,168136
 793000 , 99499.4 ,166248
 794000 , 98776.2 ,168072
 795000 , 98128.9 ,164700
 796000 , 98710.1 ,165664
 797000 , 98319.6 ,164348
 798000 , 97024.8 ,175052
 799000 , 95826.2 ,166188
 800000 , 98877.5 ,167420
